Ticker,period,close,perc_change,close_wig,perc_change_wig,Assets,Number of shares,Market_value
CIG,30/06/2017,1.01,-0.64,61018.36,0.05,116346000,"150,699,990",152206989.9
CIG,31/03/2017,2.81,0.08,57911.31,0.12,127309000,"150,149,990",421921471.9
CIG,31/12/2016,2.599,-0.2,51754.03,0.1,118434000,"150,149,990",390239824
CIG,30/09/2016,3.24,0.38,47084.94,0.05,99750000,"139,149,990",450845967.6
CIG,30/06/2016,2.35,0.02,44748.53,-0.09,96530000,"139,149,990",327002476.5
CIG,31/03/2016,2.299,0.11,49017.35,0.05,97250000,"139,149,990",319905827
CIG,31/12/2015,2.069,0.13,46467.38,-0.07,91861000,"139,149,990",287901329.3
CIG,30/09/2015,1.83,0.37,49824.59,-0.07,85138000,"139,149,990",254644481.7
CIG,30/06/2015,1.337,0.74,53328.98,-0.01,90897000,"139,149,990",186043536.6
CIG,31/03/2015,0.77,-0.01,54091.32,0.05,94249000,"139,149,990",107145492.3
CIG,31/12/2014,0.777,-0.15,51416.08,-0.06,98763000,"139,149,990",108119542.2
CIG,30/09/2014,0.912,0.02,54878.58,0.06,90699000,"139,149,990",126904790.9
CIG,30/06/2014,0.893,-0.15,51934.94,-0.01,94093000,"139,149,990",124260941.1
CIG,31/03/2014,1.046,0.01,52373.47,0.02,97457000,"139,149,990",145550889.5
CIG,31/12/2013,1.04,-0.37,51284.25,0.02,99222000,"126,500,000",131560000
CIG,30/09/2013,1.65,0.07,50301.85,0.12,104266000,"126,500,000",208725000
CIG,30/06/2013,1.54,-0.3,44747.79,-0.01,100455000,"126,500,000",194810000
CIG,31/03/2013,2.2,-0.1,45147.57,-0.05,127685000,"126,500,000",278300000
CIG,31/12/2012,2.434,0.29,47460.59,0.09,73653000,"126,500,000",307901000
CIG,30/09/2012,1.89,-0.27,43739.81,0.07,81320000,"126,500,000",239085000
CIG,31/03/2012,2.8,-0.03,41267.16,0.1,71884000,"126,500,000",354200000
CIG,31/12/2011,2.9,0.41,37595.44,-0.02,71130000,"126,500,000",366850000
CIG,30/09/2011,2.05,-0.28,38268.75,-0.21,73988000,"126,500,000",259325000
CIG,30/06/2011,2.831,-0.18,48414.36,-0.01,64973000,"126,500,000",358121500
CIG,31/03/2011,3.46,0.4,48729.83,0.03,53180000,"126,500,000",437690000
CIG,31/12/2010,2.471,0.1,47489.91,0.05,59601000,"126,500,000",312581500
CIG,30/09/2010,2.24,2.86,45236.72,0.15,59868000,"126,500,000",283360000
CIG,31/03/2010,0.275,-0.16,42446.5,0.06,38877000,"126,500,000",34787500
CIG,31/12/2009,0.329,-0.27,39986,0.06,35545000,"126,500,000",41618500
CIG,30/09/2009,0.451,0.22,37580.3,0.24,46881000,"125,400,000",56555400
CIG,30/06/2009,0.371,-0.41,30419,0.27,47393000,"125,400,000",46523400
CIG,31/03/2009,0.627,-0.16,24036.1,-0.12,46609000,"125,400,000",78625800
CIG,31/12/2008,0.745,-0.14,27228.6,-0.27,45531000,"125,400,000",93423000
CIG,30/09/2008,0.867,-0.03,37367.3,-0.09,36868000,"125,400,000",108721800
CIG,30/06/2008,0.89,-0.03,41146.3,-0.14,36676000,"125,400,000",111606000
CIG,31/03/2008,0.922,0.02,48011.3,-0.14,36972000,"125,400,000",115618800
CLN,30/09/2021,37.5,-0.11,70340.86,0.06,710540000,"51,000,000",1912500000
CLN,30/06/2021,42.05,-0.15,66067.21,0.14,537552000,"45,000,000",1892250000
CLN,31/03/2021,49.34,0.22,58081.5,0.02,560276000,"45,000,000",2220300000
CLN,31/12/2020,40.5,-0.03,57025.84,0.15,531888000,"45,000,000",1822500000
CLN,30/09/2020,41.95,0.1,49411.53,0,512225000,"45,000,000",1887750000
CLN,30/06/2020,38.05,0.1,49569.17,0.19,497875000,"45,000,000",1712250000
CLN,31/03/2020,34.55,-0.13,41624.62,-0.28,449634000,"45,000,000",1554750000
CLN,31/12/2019,39.53,-0.05,57832.88,0.01,459798000,"45,000,000",1778850000
CLN,30/09/2019,41.62,-0.05,57320.3,-0.05,581494000,"45,000,000",1872900000
CLN,30/06/2019,43.61,0.05,60187.43,0.01,584529000,"45,000,000",1962450000
CLN,31/03/2019,41.57,0.34,59668.03,0.03,587252000,"45,000,000",1870650000
CLN,31/12/2018,30.93,-0.07,57690.5,-0.02,475042000,"45,000,000",1391850000
CLN,30/09/2018,33.25,0.03,58974.76,0.05,552800000,"45,000,000",1496250000
CLN,30/06/2018,32.41,0.11,55954.44,-0.04,551155000,"45,000,000",1458450000
CLN,31/03/2018,29.15,-0.17,58377.42,-0.08,534908000,"45,000,000",1311750000
CLN,31/12/2017,35.26,-0.02,63746.2,-0.01,525050000,"45,000,000",1586700000
CLN,30/09/2017,36.14,-0.03,64289.69,0.05,492845000,"45,000,000",1626300000
CLN,30/06/2017,37.13,-0.02,61018.36,0.05,483742000,"45,000,000",1670850000
CLN,31/03/2017,37.92,0.58,57911.31,0.12,472096000,"45,000,000",1706400000
CMP,31/12/2021,52,-0.13,69296.26,-0.01,728622000,"5,918,188",307745776
CMP,30/09/2021,59.8,0,70340.86,0.06,705981000,"5,918,188",353907642.4
CMP,30/06/2021,60,0.14,66067.21,0.14,757921000,"5,918,188",355091280
CMP,31/03/2021,52.8,0.02,58081.5,0.02,750524000,"5,918,188",312480326.4
CMP,31/12/2020,51.6,-0.1,57025.84,0.15,757921000,"5,918,188",305378500.8
CMP,30/09/2020,57.2,-0.06,49411.53,0,740161000,"5,918,188",338520353.6
CMP,30/06/2020,60.8,0.05,49569.17,0.19,730152000,"5,918,188",359825830.4
CMP,31/03/2020,57.7,-0.08,41624.62,-0.28,735012000,"5,918,188",341479447.6
CMP,31/12/2019,62.9,-0.01,57832.88,0.01,801545000,"5,918,188",372254025.2
CMP,30/09/2019,63.4,0.1,57320.3,-0.05,732031000,"5,918,188",375213119.2
CMP,30/06/2019,57.5,0.11,60187.43,0.01,699936000,"5,918,188",340295810
CMP,31/03/2019,51.9,0.16,59668.03,0.03,669547000,"5,918,188",307153957.2
CMP,31/12/2018,44.8,-0.1,57690.5,-0.02,714876000,"5,918,188",265134822.4
CMP,30/09/2018,50,-0.23,58974.76,0.05,677021000,"5,918,188",295909400
CMP,30/06/2018,65.2,-0.01,55954.44,-0.04,657752000,"5,918,188",385865857.6
CMP,31/03/2018,65.7,0.12,58377.42,-0.08,655981000,"5,918,188",388824951.6
CMP,31/12/2017,58.6,0.01,63746.2,-0.01,655911000,"5,918,188",346805816.8
CMP,30/09/2017,58,-0.02,64289.69,0.05,631312000,"5,918,188",343254904
CMP,30/06/2017,59.4,-0.17,61018.36,0.05,635613000,"5,918,188",351540367.2
CMP,31/03/2017,71.4,0.27,57911.31,0.12,636322000,"5,918,188",422558623.2
CMP,31/12/2016,56.2,0.1,51754.03,0.1,675101000,"5,918,188",332602165.6
CMP,30/09/2016,51,0.04,47084.94,0.05,627934000,"5,918,188",301827588
CMP,30/06/2016,49.2,-0.11,44748.53,-0.09,649961000,"5,918,188",291174849.6
CMP,31/03/2016,55.2,0.04,49017.35,0.05,613362000,"5,918,188",326683977.6
CMP,31/12/2015,52.9,0.01,46467.38,-0.07,689765000,"5,918,188",313072145.2
CMP,30/09/2015,52.4,-0.13,49824.59,-0.07,637090000,"5,918,188",310113051.2
CMP,30/06/2015,60.1,-0.01,53328.98,-0.01,636675000,"5,918,188",355683098.8
CMP,31/03/2015,60.9,0.2,54091.32,0.05,634730000,"5,918,188",360417649.2
CMP,31/12/2014,50.6,-0.16,51416.08,-0.06,635182000,"5,918,188",299460312.8
CMP,30/09/2014,60,0.07,54878.58,0.06,566810000,"5,918,188",355091280
CMP,30/06/2014,56.2,-0.02,51934.94,-0.01,562637000,"5,918,188",332602165.6
CMP,31/03/2014,57.6,-0.06,52373.47,0.02,564946000,"5,918,188",340887628.8
CMP,31/12/2013,61.4,0.21,51284.25,0.02,572637000,"5,918,188",363376743.2
CMP,30/09/2013,50.6,-0.15,50301.85,0.12,506145000,"5,918,188",299460312.8
CMP,30/06/2013,59.5,0.27,44747.79,-0.01,527261000,"5,918,188",352132186
CMP,31/03/2013,46.9,-0.16,45147.57,-0.05,510486000,"5,918,188",277563017.2
CMP,31/12/2012,55.7,0.12,47460.59,0.09,531971000,"5,918,188",329643071.6
CMP,30/06/2012,62.1,-0.07,40810.88,-0.01,469425000,"5,918,188",367519474.8
CMP,31/03/2012,66.4,0.1,41267.16,0.1,454994000,"5,918,188",392967683.2
CMP,31/12/2011,60.5,0.02,37595.44,-0.02,488104000,"5,918,188",358050374
CMP,30/06/2011,78.7,0.08,48414.36,-0.01,371640000,"4,747,899",373659651.3
CMP,31/03/2011,73.2,0.17,48729.83,0.03,328927000,"4,747,899",347546206.8
CMP,31/12/2010,62.3,0.04,47489.91,0.05,350954000,"4,747,899",295794107.7
CMP,30/06/2010,64,0.04,39392.5,-0.07,305798000,"4,747,899",303865536
CMP,31/03/2010,61.8,0.01,42446.5,0.06,311231000,"4,747,899",293420158.2
CMP,31/12/2009,60.9,-0.02,39986,0.06,330972000,"4,747,899",289147049.1
CMP,30/06/2009,58.9,0.7,30419,0.27,310026000,"4,747,899",279651251.1
CMP,31/03/2009,34.7,-0.04,24036.1,-0.12,326342000,"4,747,899",164752095.3
CMP,31/12/2008,36.2,-0.23,27228.6,-0.27,385633000,"4,747,899",171873943.8
CMP,30/06/2008,61.8,-0.27,41146.3,-0.14,305965000,"4,747,899",293420158.2
CMP,31/03/2008,84.2,0.18,48011.3,-0.14,310502000,"4,747,899",399773095.8
CMP,31/12/2007,71.2,-0.24,55648.5,-0.08,364394000,"4,747,899",338050408.8
CMP,30/06/2007,111.5,-0.15,66077.7,0.15,186385000,"3,367,782",375507693
CMP,31/03/2007,131.1,0.83,57524.6,0.14,133878000,"2,760,285",361873363.5
CMP,31/12/2006,71.7,-0.1,50411.8,0.14,150074000,"2,760,285",197912434.5
CMP,30/06/2006,72.2,-0.16,40644.6,0.01,125662000,"2,760,285",199292577
CMP,31/03/2006,85.5,0.22,40220.3,0.13,125135000,"2,760,285",236004367.5
CMP,31/12/2005,70.2,0.29,35600.8,0.05,119534000,"2,760,285",193772007
CMP,30/06/2005,52,0.26,28332.1,0.04,82582000,"2,315,285",120394820
CMR,31/12/2021,180,-0.22,69296.26,-0.01,1523966000,"8,133,349",1464002820
CMR,30/09/2021,232,-0.07,70340.86,0.06,1461960000,"8,133,349",1886936968
CMR,30/06/2021,249,0.14,66067.21,0.14,1469065000,"8,133,349",2025203901
CMR,31/03/2021,219.3,0.14,58081.5,0.02,1488589000,"8,133,349",1783643436
CMR,31/12/2020,192.2,-0.09,57025.84,0.15,1447977000,"8,133,349",1563229678
CMR,30/09/2020,211.4,0.02,49411.53,0,1447605000,"8,133,349",1719389979
CMR,30/06/2020,206.5,0.13,49569.17,0.19,1444465000,"8,133,349",1679536569
CMR,31/03/2020,182.9,-0.01,41624.62,-0.28,1427439000,"8,133,349",1487589532
CMR,31/12/2019,183.9,0.07,57832.88,0.01,1395045000,"8,133,349",1495722881
CMR,30/09/2019,171.6,-0.07,57320.3,-0.05,1334018000,"8,133,349",1395682688
CMR,30/06/2019,183.9,0.02,60187.43,0.01,1342634000,"8,133,349",1495722881
CMR,31/03/2019,181,0.22,59668.03,0.03,1342832000,"8,133,349",1472136169
CMR,31/12/2018,148.3,-0.09,57690.5,-0.02,1334901000,"8,133,349",1206175657
CMR,30/09/2018,162.9,0.12,58974.76,0.05,1324334000,"8,133,349",1324922552
CMR,30/06/2018,145,0.11,55954.44,-0.04,1286461000,"8,133,349",1179335605
CMR,31/03/2018,131,-0.29,58377.42,-0.08,1245389000,"8,133,349",1065468719
CMR,31/12/2017,183.7,0.06,63746.2,-0.01,1247206000,"8,133,349",1494096211
CMR,30/09/2017,172.6,-0.16,64289.69,0.05,1169334000,"8,133,349",1403816037
CMR,30/06/2017,204.7,-0.08,61018.36,0.05,1170673000,"8,133,349",1664896540
CMR,31/03/2017,223.1,0.34,57911.31,0.12,1172115000,"8,133,349",1814550162
CMR,31/12/2016,167,-0.08,51754.03,0.1,1162245000,"8,133,349",1358269283
CMR,30/09/2016,181.9,0.3,47084.94,0.05,1061522000,"8,133,349",1479456183
CMR,30/06/2016,140.1,0.14,44748.53,-0.09,1050017000,"8,133,349",1139482195
CMR,31/03/2016,122.8,0.12,49017.35,0.05,1068966000,"8,133,349",998775257.2
CMR,31/12/2015,109.5,-0.08,46467.38,-0.07,1117308000,"8,133,349",890601715.5
CMR,30/09/2015,119.1,-0.07,49824.59,-0.07,1024765000,"8,133,349",968681865.9
CMR,30/06/2015,128.6,0.12,53328.98,-0.01,1010186000,"8,133,349",1045948681
CMR,31/03/2015,114.4,0.03,54091.32,0.05,1007643000,"8,125,590",929567496
CMR,31/12/2014,110.8,0.2,51416.08,-0.06,1041911000,"8,125,590",900315372
CMR,30/09/2014,92.4,0.15,54878.58,0.06,1006431000,"8,125,590",750804516
CMR,30/06/2014,80.2,-0.03,51934.94,-0.01,959682000,"8,125,590",651672318
CMR,31/03/2014,82.8,-0.09,52373.47,0.02,960782000,"8,125,590",672798852
CMR,31/12/2013,91.3,0.13,51284.25,0.02,655267000,"8,051,637",735114458.1
CMR,30/09/2013,81.1,0.09,50301.85,0.12,960735000,"8,051,637",652987760.7
CMR,30/06/2013,74.8,-0.03,44747.79,-0.01,978494000,"8,051,637",602262447.6
CMR,31/03/2013,76.7,0.13,45147.57,-0.05,1004026000,"8,051,637",617560557.9
CMR,31/12/2012,67.9,0.03,47460.59,0.09,1060650000,"8,051,637",546706152.3
CMR,30/09/2012,66.2,0.15,43739.81,0.07,880030000,"8,051,637",533018369.4
CMR,31/03/2012,58.9,0.17,41267.16,0.1,880983000,"8,051,637",474241419.3
CMR,31/12/2011,50.3,0.06,37595.44,-0.02,953265000,"8,051,637",404997341.1
CMR,30/09/2011,47.5,-0.29,38268.75,-0.21,880993000,"8,051,637",382452757.5
CMR,30/06/2011,67,-0.22,48414.36,-0.01,829997000,"8,051,637",539459679
CMR,31/03/2011,86.4,0.14,48729.83,0.03,837015000,"8,051,637",695661436.8
CMR,31/12/2010,75.9,0.12,47489.91,0.05,880873000,"8,051,637",611119248.3
CMR,30/09/2010,67.7,-0.05,45236.72,0.15,782085000,"8,051,637",545095824.9
CMR,31/03/2010,96.5,0.13,42446.5,0.06,744773000,"8,051,637",776982970.5
CMR,31/12/2009,85.8,0.38,39986,0.06,772192000,"7,960,596",683019136.8
CMR,30/09/2009,62.3,0.15,37580.3,0.24,689734000,"7,960,596",495945130.8
CMR,30/06/2009,54.2,0.03,30419,0.27,676626000,"7,960,596",431464303.2
CMR,31/03/2009,52.4,-0.05,24036.1,-0.12,678338000,"7,960,596",417135230.4
CMR,31/12/2008,55.1,-0.16,27228.6,-0.27,732520000,"7,960,596",438628839.6
CMR,30/06/2008,69.1,-0.35,41146.3,-0.14,669250000,"7,960,596",550077183.6
CMR,31/03/2008,106.1,-0.35,48011.3,-0.14,604187000,"7,960,596",844619235.6
CMR,31/12/2007,164.4,-0.09,55648.5,-0.08,506314000,"7,960,596",1308721982
CMR,30/06/2007,185.6,-0.11,66077.7,0.15,485965000,"7,960,596",1477486618
CMR,31/03/2007,208.4,0.21,57524.6,0.14,398229000,"7,518,770",1566911668
CMR,31/12/2006,172.5,0.23,50411.8,0.14,427236000,"7,518,770",1296987825
CMR,30/06/2006,117.4,0.17,40644.6,0.01,318867000,"7,518,770",882703598
CMR,31/03/2006,100.2,0.73,40220.3,0.13,309659000,"7,498,120",751311624
CMR,30/06/2005,48.3,-0.1,28332.1,0.04,288809000,"7,552,387",364780292.1
CMR,31/03/2005,53.7,-0.17,27268.1,0.02,246329000,"7,552,387",405563181.9
CMR,31/12/2004,64.6,0.12,26636.2,0.05,252283000,"7,552,387",487884200.2
CMR,30/06/2004,50.6,0.06,23949.3,0,218023000,"7,552,387",382150782.2
CMR,31/03/2004,47.8,0.03,23870.1,0.15,207069000,"6,726,600",321531480
CMR,31/12/2003,46.3,0.06,20820.1,0.08,231808000,"6,726,600",311441580
CMR,30/09/2003,43.6,0.4,19330.5,0.21,202341000,"7,228,000",315140800
CMR,30/06/2003,31.2,0.2,15987.5,0.16,204301000,"7,228,000",225513600
CMR,31/03/2003,26,0.1,13759.4,-0.04,209665000,"7,228,000",187928000
CMR,31/12/2002,23.7,0.13,14366.7,0.12,225389000,"7,228,000",171303600
CMR,30/09/2002,21,-0.26,12797.3,-0.1,204009000,"7,228,000",151788000
CMR,30/06/2002,28.3,-0.27,14192.9,-0.06,200634000,"7,228,000",204552400
CMR,31/03/2002,38.9,0.02,15026.4,0.08,145899000,"7,228,000",281169200
CMR,31/12/2001,38,0.25,13922.2,0.17,156763000,"7,228,000",274664000
CMR,30/09/2001,30.4,-0.37,11890.6,-0.15,147817000,"7,228,000",219731200
CMR,30/06/2001,48.4,0.22,13945.4,-0.05,147648000,"7,228,000",349835200
CMR,31/03/2001,39.7,-0.31,14698.9,-0.18,149248000,"7,228,000",286951600
CMR,31/12/2000,57.3,-0.02,17847.6,0.06,154438000,"7,228,000",414164400
CMR,30/09/2000,58.2,-0.36,16882.6,-0.14,127651000,"7,228,000",420669600
CMR,30/06/2000,91.2,-0.22,19642.7,-0.08,142340000,"7,228,000",659193600
CMR,31/03/2000,117.4,0.97,21255.9,0.18,130015000,"7,228,000",848567200
CMR,31/12/1999,59.6,0.69,18083.6,0.27,77787000,"7,228,000",430788800
CMR,30/09/1999,35.2,-0.03,14259.4,-0.15,53777000,"7,228,000",254425600
CMR,30/06/1999,36.1,0.32,16825.1,0.19,45746000,"7,228,000",260930800
CNT,30/09/2021,18,0.15,70340.86,0.06,111220000,"7,400,000",133200000
CNT,30/06/2021,15.7,-0.1,66067.21,0.14,109402000,"7,400,000",116180000
CNT,31/03/2021,17.3,0.19,58081.5,0.02,99265000,"7,400,000",128020000
CNT,31/12/2020,14.5,0.1,57025.84,0.15,97236000,"7,400,000",107300000
CNT,30/09/2020,13.2,-0.04,49411.53,0,80710000,"7,400,000",97680000
CNT,30/06/2020,13.8,0.13,49569.17,0.19,80128000,"8,500,000",117300000
CNT,31/03/2020,12.2,-0.15,41624.62,-0.28,103625000,"8,500,000",103700000
CNT,31/12/2019,14.4,0.01,57832.88,0.01,108842000,"8,500,000",122400000
CNT,30/09/2019,14.2,-0.04,57320.3,-0.05,100203000,"9,090,000",129078000
CNT,30/06/2019,14.8,0.02,60187.43,0.01,103120000,"9,090,000",134532000
CNT,31/03/2019,14.6,0.21,59668.03,0.03,102050000,"9,090,000",132714000
CNT,31/12/2018,12.1,0.12,57690.5,-0.02,97141000,"9,090,000",109989000
CNT,30/09/2018,10.8,0.27,58974.76,0.05,102281000,"9,090,000",98172000
CNT,30/06/2018,8.5,0,55954.44,-0.04,99228000,"9,090,000",77265000
CNT,31/03/2018,8.48,0.03,58377.42,-0.08,89314000,"9,090,000",77083200
CNT,31/12/2017,8.2,0.25,63746.2,-0.01,83141000,"9,090,000",74538000
CNT,30/09/2017,6.54,-0.07,64289.69,0.05,77341000,"9,090,000",59448600
CNT,30/06/2017,7.07,0,61018.36,0.05,60299000,"9,090,000",64266300
CNT,31/03/2017,7.08,-0.03,57911.31,0.12,60658000,"9,090,000",64357200
CNT,31/12/2016,7.33,-0.06,51754.03,0.1,67696000,"9,090,000",66629700
CNT,30/09/2016,7.78,0,47084.94,0.05,59575000,"9,090,000",70720200
CNT,30/06/2016,7.74,0.08,44748.53,-0.09,69869000,"9,090,000",70356600
CNT,31/03/2016,7.19,0.04,49017.35,0.05,62089000,"9,090,000",65357100
CNT,31/12/2015,6.93,-0.09,46467.38,-0.07,70470000,"9,090,000",62993700
CNT,30/09/2015,7.59,0.13,49824.59,-0.07,69336000,"9,090,000",68993100
CNT,30/06/2015,6.7,0.06,53328.98,-0.01,71420000,"9,090,000",60903000
CNT,31/03/2015,6.34,0.02,54091.32,0.05,74189000,"9,090,000",57630600
CNT,31/12/2014,6.23,0.23,51416.08,-0.06,80197000,"9,090,000",56630700
CNT,30/09/2014,5.06,0.1,54878.58,0.06,69613000,"9,090,000",45995400
CNT,30/06/2014,4.62,0.06,51934.94,-0.01,77363000,"9,090,000",41995800
CNT,31/03/2014,4.37,0.08,52373.47,0.02,84899000,"9,090,000",39723300
CNT,31/12/2013,4.05,0.05,51284.25,0.02,90705000,"9,090,000",36814500
CNT,30/09/2013,3.88,-0.25,50301.85,0.12,87988000,"9,090,000",35269200
CNT,30/06/2013,5.17,-0.17,44747.79,-0.01,92424000,"9,090,000",46995300
CNT,31/03/2013,6.25,-0.04,45147.57,-0.05,77345000,"9,090,000",56812500
CNT,31/12/2012,6.52,0.39,47460.59,0.09,100229000,"9,090,000",59266800
CNT,30/09/2012,4.7,-0.2,43739.81,0.07,81685000,"9,090,000",42723000
CNT,31/03/2012,4.08,-0.28,41267.16,0.1,80252000,"11,100,000",45288000
CNT,31/12/2011,5.64,-0.09,37595.44,-0.02,91837000,"11,100,000",62604000
CNT,30/06/2011,6.46,-0.1,48414.36,-0.01,115447000,"11,100,000",71706000
CNT,31/03/2011,7.22,-0.04,48729.83,0.03,95566000,"11,100,000",80142000
CNT,31/12/2010,7.5,0.08,47489.91,0.05,135950000,"11,100,000",83250000
CNT,31/03/2010,4.73,0.04,42446.5,0.06,91229000,"11,100,000",52503000
CNT,31/12/2009,4.55,-0.14,39986,0.06,90364000,"11,100,000",50505000
CNT,30/06/2009,3.026,0.31,30419,0.27,86062000,"11,100,000",33588600
CNT,31/03/2009,2.316,-0.15,24036.1,-0.12,79683000,"11,100,000",25707600
CNT,31/12/2008,2.718,-0.17,27228.6,-0.27,84536000,"11,100,000",30169800
CNT,30/09/2008,3.28,-0.01,37367.3,-0.09,77632000,"11,100,000",36408000
CNT,30/06/2008,3.32,-0.54,41146.3,-0.14,79161000,"11,100,000",36852000
CNT,31/03/2008,7.18,-0.14,48011.3,-0.14,74517000,"11,100,000",79698000
CNT,31/12/2007,8.38,-0.5,55648.5,-0.08,80786000,"11,100,000",93018000
CNT,30/09/2007,16.8,-0.14,60368.9,-0.09,96351000,"11,100,000",186480000
CNT,30/06/2007,19.5,-0.27,66077.7,0.15,93949000,"2,220,000",43290000
CNT,31/03/2007,26.7,1.47,57524.6,0.14,36349000,"2,220,000",59274000
CNT,31/12/2006,10.8,1.19,50411.8,0.14,37194000,"2,220,000",23976000
CNT,30/09/2006,4.94,0.96,44052.5,0.08,38712000,"2,220,000",10966800
CNT,30/06/2006,2.517,1.3,40644.6,0.01,36698000,"2,220,000",5587740
CNT,31/03/2006,1.096,0.01,40220.3,0.13,33186000,"2,220,000",2433120
CNT,31/12/2005,1.081,0.54,35600.8,0.05,29110000,"2,220,000",2399820
CNT,30/09/2005,0.703,-0.12,33801.2,0.19,30676000,"2,220,000",1560660
CNT,30/06/2005,0.795,0.11,28332.1,0.04,30404000,"2,220,000",1764900
CNT,31/03/2005,0.718,0.37,27268.1,0.02,30466000,"2,220,000",1593960
CNT,31/12/2004,0.525,-0.09,26636.2,0.05,32692000,"2,220,000",1165500
CNT,30/09/2004,0.579,0.06,25267.8,0.06,32530000,"2,220,000",1285380
CNT,30/06/2004,0.548,-0.11,23949.3,0,30742000,"2,220,000",1216560
CNT,31/03/2004,0.618,0.25,23870.1,0.15,31012000,"2,220,000",1371960
CNT,31/12/2003,0.494,0.56,20820.1,0.08,34697000,"2,220,000",1096680
CNT,30/09/2003,0.317,0.02,19330.5,0.21,39020000,"2,220,000",703740
CNT,30/06/2003,0.3089,0.25,15987.5,0.16,40762000,"2,220,000",685758
CNT,31/03/2003,0.2471,0.07,13759.4,-0.04,38738000,"2,220,000",548562
CNT,31/12/2002,0.2316,-0.14,14366.7,0.12,41247000,"2,220,000",514152
CNT,30/09/2002,0.2702,-0.05,12797.3,-0.1,40519000,"2,220,000",599844
CNT,30/06/2002,0.2856,0.03,14192.9,-0.06,40549000,"2,220,000",634032
CNT,31/03/2002,0.2779,-0.39,15026.4,0.08,44627000,"2,220,000",616938
CNT,31/12/2001,0.455,0.64,13922.2,0.17,43882000,"2,220,000",1010100
CNT,30/09/2001,0.2779,-0.64,11890.6,-0.15,49138000,"2,220,000",616938
CNT,30/06/2001,0.764,-0.19,13945.4,-0.05,52602000,"2,220,000",1696080
CNT,31/03/2001,0.942,-0.36,14698.9,-0.18,58753000,"2,220,000",2091240
CNT,31/12/2000,1.475,-0.06,17847.6,0.06,58362000,"2,220,000",3274500
CNT,30/09/2000,1.575,-0.15,16882.6,-0.14,54855000,"2,220,000",3496500
CNT,30/06/2000,1.861,-0.1,19642.7,-0.08,56750000,"2,220,000",4131420
CNT,31/03/2000,2.077,-0.1,21255.9,0.18,46700000,"2,220,000",4610940
CNT,31/12/1999,2.301,0.19,18083.6,0.27,53134000,"2,220,000",5108220
CNT,30/09/1999,1.938,0.07,14259.4,-0.15,46151000,"2,220,000",4302360
CNT,30/06/1999,1.807,-0.04,16825.1,0.19,43514000,"2,220,000",4011540
CNT,31/03/1999,1.892,-0.05,14131.3,0.1,41003000,"2,220,000",4200240
COG,31/12/2021,3.85,-0.05,69296.26,-0.01,860999000,"171,420,663",659969552.6
COG,30/09/2021,4.07,0.25,70340.86,0.06,766241000,"171,420,663",697682098.4
COG,30/06/2021,3.25,0.04,66067.21,0.14,663943000,"171,420,663",557117154.8
COG,31/03/2021,3.117,0.85,58081.5,0.02,589374000,"169,620,663",528707606.6
COG,31/12/2020,1.684,0.4,57025.84,0.15,474790000,"123,940,417",208715662.2
COG,30/09/2020,1.203,0.27,49411.53,0,467495000,"123,940,417",149100321.7
COG,30/06/2020,0.947,0.24,49569.17,0.19,469135000,"123,940,417",117371574.9
COG,31/03/2020,0.762,-0.36,41624.62,-0.28,445549000,"123,940,417",94442597.75
COG,31/12/2019,1.193,-0.16,57832.88,0.01,481746000,"123,940,417",147860917.5
COG,30/09/2019,1.42,-0.01,57320.3,-0.05,484494000,"123,070,319",174759853
COG,30/06/2019,1.436,-0.02,60187.43,0.01,485927000,"120,417,142",172919015.9
COG,31/03/2019,1.465,0.13,59668.03,0.03,468600000,"120,417,142",176411113
COG,31/12/2018,1.298,-0.11,57690.5,-0.02,462671000,"120,417,142",156301450.3
COG,30/09/2018,1.461,0.14,58974.76,0.05,463338000,"118,615,660",173297479.3
COG,30/06/2018,1.282,-0.11,55954.44,-0.04,458425000,"118,615,660",152065276.1
COG,31/03/2018,1.436,0.26,58377.42,-0.08,453755000,"118,615,660",170332087.8
COG,31/12/2017,1.143,-0.03,63746.2,-0.01,454510000,"118,615,660",135577699.4
COG,30/09/2017,1.182,-0.04,64289.69,0.05,436581000,"101,449,660",119913498.1
COG,30/06/2017,1.228,-0.02,61018.36,0.05,436471000,"101,268,031",124357142.1
COG,31/03/2017,1.259,0.07,57911.31,0.12,444111000,"100,354,491",126346304.2
COG,31/12/2016,1.174,0.12,51754.03,0.1,364651000,"100,354,491",117816172.4
COG,30/09/2016,1.051,0.19,47084.94,0.05,485459000,"94,293,257",99102213.11
COG,30/06/2016,0.883,-0.07,44748.53,-0.09,496607000,"93,135,316",82238484.03
