No,open,high,low,close,perc_change,abs_change,vol,Ticker,period
55,8.400,9.200,7.700,8.000,-6.98%,-0.600,"1,073,336",06N,31-12-2010
54,7.500,10.400,7.500,8.600,+8.86%,+0.700,"1,569,024",06N,30-09-2010
53,11.100,11.700,7.200,7.900,-28.83%,-3.200,"1,397,787",06N,30-06-2010
52,11.300,12.600,9.600,11.100,0.00%,0.000,"2,520,121",06N,31-03-2010
51,14.800,15.200,10.300,11.100,-22.92%,-3.300,"2,816,690",06N,31-12-2009
50,13.700,17.800,13.300,14.400,+8.27%,+1.100,"1,307,244",06N,30-09-2009
49,14.000,17.000,12.700,13.300,-4.32%,-0.600,"1,553,415",06N,30-06-2009
48,16.900,22.100,11.300,13.900,-19.19%,-3.300,"3,455,906",06N,31-03-2009
47,21.500,24.000,8.800,17.200,-18.10%,-3.800,"4,763,391",06N,31-12-2008
46,20.800,52.000,17.300,21.000,+0.48%,+0.100,"3,821,052",06N,30-09-2008
45,30.500,34.800,20.700,20.900,-31.48%,-9.600,"488,434",06N,30-06-2008
44,34.500,36.900,18.300,30.500,-8.41%,-2.800,"819,322",06N,31-03-2008
43,82.244,104.400,31.700,33.300,-59.35%,-48.617,"864,687",06N,31-12-2007
42,81.999,87.569,66.189,81.917,-3.75%,-3.194,"147,090",06N,30-09-2007
41,80.688,96.250,80.033,85.111,+6.34%,+5.078,"268,159",06N,30-06-2007
40,79.951,85.111,75.363,80.033,+0.10%,+0.082,"131,584",06N,31-03-2007
39,70.366,94.040,65.206,79.951,+12.19%,+8.684,"182,716",06N,31-12-2006
38,60.373,74.954,60.373,71.267,+15.69%,+9.666,"118,744",06N,30-09-2006
37,56.686,69.711,53.492,61.601,+10.26%,+5.734,"863,151",06N,30-06-2006
36,50.215,63.977,49.396,55.867,+11.26%,+5.652,"110,190",06N,31-03-2006
35,53.492,57.505,46.611,50.215,-6.84%,-3.686,"19,920",06N,31-12-2005
34,50.215,54.311,46.201,53.901,+7.34%,+3.686,"16,820",06N,30-09-2005
33,55.130,57.915,47.839,50.215,-12.05%,-6.881,"30,105",06N,30-06-2005
32,45.382,59.144,44.972,57.096,+22.49%,+10.485,"86,381",06N,31-03-2005
31,44.563,51.444,38.910,46.611,+4.60%,+2.048,"46,337",06N,31-12-2004
30,42.105,46.201,41.696,44.563,+4.82%,+2.048,"23,967",06N,30-09-2004
29,37.436,44.972,37.354,42.515,+13.57%,+5.079,"158,543",06N,30-06-2004
28,35.798,41.696,34.978,37.436,+2.47%,+0.901,"148,758",06N,31-03-2004
27,36.699,38.501,34.815,36.535,-0.45%,-0.164,"53,480",06N,31-12-2003
26,37.026,38.828,35.060,36.699,-2.61%,-0.983,"32,173",06N,30-09-2003
25,36.125,39.320,35.798,37.682,+2.45%,+0.901,"25,509",06N,30-06-2003
24,33.586,37.190,33.586,36.781,+3.22%,+1.147,"36,060",06N,31-03-2003
23,31.456,35.634,30.555,35.634,+10.69%,+3.441,"44,433",06N,31-12-2002
22,32.439,36.535,28.343,32.193,-1.01%,-0.328,"30,590",06N,30-09-2002
21,28.507,33.586,27.770,32.521,+14.08%,+4.014,"53,898",06N,30-06-2002
20,33.586,34.405,22.937,28.507,-19.07%,-6.717,"40,443",06N,31-03-2002
19,27.934,35.224,26.787,35.224,+23.56%,+6.717,"41,493",06N,31-12-2001
18,28.917,32.029,25.886,28.507,-3.06%,-0.901,"24,246",06N,30-09-2001
17,21.216,30.801,21.216,29.408,+35.98%,+7.782,"145,110",06N,30-06-2001
16,28.507,30.637,17.940,21.626,-24.14%,-6.881,"186,930",06N,31-03-2001
15,36.043,36.781,28.425,28.507,-18.69%,-6.553,"60,898",06N,31-12-2000
14,36.453,42.105,34.159,35.060,-1.84%,-0.656,"135,488",06N,30-09-2000
13,38.091,41.286,32.603,35.716,-6.24%,-2.375,"122,292",06N,30-06-2000
12,42.924,42.924,30.309,38.091,-8.65%,-3.605,"180,875",06N,31-03-2000
11,33.422,43.743,32.111,41.696,+26.93%,+8.847,"192,409",06N,31-12-1999
10,44.153,52.672,31.620,32.849,-32.38%,-15.728,"164,978",06N,30-09-1999
9,59.963,60.782,47.020,48.577,-17.87%,-10.567,"172,479",06N,30-06-1999
8,38.091,63.158,37.272,59.144,+55.27%,+21.053,"917,709",06N,31-03-1999
7,37.272,48.167,27.524,38.091,+6.90%,+2.457,"271,001",06N,31-12-1998
6,44.972,54.311,35.634,35.634,-17.77%,-7.700,"388,580",06N,30-09-1998
5,50.624,52.672,37.272,43.334,-15.09%,-7.700,"204,416",06N,30-06-1998
4,50.624,59.553,42.924,51.034,-0.80%,-0.410,"450,890",06N,31-03-1998
3,67.663,69.301,45.791,51.444,-23.97%,-16.219,"400,055",06N,31-12-1997
2,67.663,75.363,53.901,67.663,-1.78%,-1.229,"433,075",06N,30-09-1997
1,85.849,90.764,66.434,68.892,,,"120,415",06N,30-06-1997
47,572.0,595.0,462.0,489.0,-17.12%,-101.0,"136,045",11B,30-06-2022
46,550.0,590.0,461.6,590.0,+6.50%,+36.0,"400,965",11B,31-03-2022
45,408.2,562.0,395.2,554.0,+36.72%,+148.8,"343,792",11B,31-12-2021
44,478.2,522.0,401.0,405.2,-15.09%,-72.0,"376,437",11B,30-09-2021
43,551.5,573.5,453.0,477.2,-13.55%,-74.8,"520,868",11B,30-06-2021
42,478.0,594.0,455.0,552.0,+16.46%,+78.0,"467,611",11B,31-03-2021
41,485.0,519.0,435.5,474.0,-2.27%,-11.0,"405,717",11B,31-12-2020
40,492.0,559.0,454.0,485.0,0.00%,0.0,"535,735",11B,30-09-2020
39,359.0,619.0,354.0,485.0,+34.72%,+125.0,"1,117,054",11B,30-06-2020
38,395.0,493.5,256.0,360.0,-10.00%,-40.0,"935,610",11B,31-03-2020
37,394.5,408.0,327.5,400.0,+1.39%,+5.5,"321,526",11B,31-12-2019
36,397.0,430.0,374.5,394.5,-0.63%,-2.5,"367,556",11B,30-09-2019
35,404.5,425.0,360.0,397.0,0.00%,0.0,"383,597",11B,30-06-2019
34,244.0,412.0,242.0,397.0,+62.70%,+153.0,"605,405",11B,31-03-2019
33,341.0,343.0,226.0,244.0,-28.24%,-96.0,"831,817",11B,31-12-2018
32,447.5,487.0,307.0,340.0,-25.11%,-114.0,"854,089",11B,30-09-2018
31,212.0,548.0,208.0,454.0,+117.22%,+245.0,"1,796,167",11B,30-06-2018
30,200.0,225.0,191.2,209.0,+5.56%,+11.0,"358,134",11B,31-03-2018
29,195.0,199.2,153.0,198.0,+2.38%,+4.6,"337,696",11B,31-12-2017
28,183.7,213.8,170.5,193.4,+5.68%,+10.4,"459,009",11B,30-09-2017
27,191.8,214.0,159.2,183.0,-4.19%,-8.0,"485,105",11B,30-06-2017
26,147.0,197.6,133.5,191.0,+30.11%,+44.2,"585,492",11B,31-03-2017
25,130.0,149.0,115.5,146.8,+13.80%,+17.8,"381,614",11B,31-12-2016
24,76.6,132.8,76.0,129.0,+67.55%,+52.0,"525,924",11B,30-09-2016
23,72.0,78.0,65.4,77.0,+6.34%,+4.6,"263,373",11B,30-06-2016
22,71.0,88.5,68.1,72.4,+2.55%,+1.8,"638,980",11B,31-03-2016
21,65.3,74.4,62.0,70.6,+8.15%,+5.3,"274,028",11B,31-12-2015
20,66.9,83.0,58.3,65.3,-0.18%,-0.1,"508,526",11B,30-09-2015
19,73.0,73.4,54.1,65.4,-8.40%,-6.0,"411,416",11B,30-06-2015
18,71.0,82.8,62.0,71.4,+2.73%,+1.9,"741,180",11B,31-03-2015
17,10.7,78.8,8.5,69.5,+532.39%,+58.5,"2,284,281",11B,31-12-2014
16,12.0,12.5,8.82,11.0,-12.36%,-1.5,"141,842",11B,30-09-2014
15,10.8,14.7,10.5,12.5,+6.27%,+0.7,"146,310",11B,30-06-2014
14,9.0,13.4,8.0,11.8,+24.21%,+2.3,"288,072",11B,31-03-2014
13,8.55,10.6,8.26,9.5,+5.56%,+0.5,"121,064",11B,31-12-2013
12,9.01,10.7,7.9,9.0,-1.53%,-0.1,"81,143",11B,30-09-2013
11,11.3,11.5,8.6,9.14,-19.82%,-2.26,"94,564",11B,30-06-2013
10,8.43,11.5,7.46,11.4,+32.56%,+2.8,"108,443",11B,31-03-2013
9,8.75,11.5,8.23,8.6,-1.60%,-0.1,"100,434",11B,31-12-2012
8,9.33,9.99,8.21,8.74,-6.22%,-0.58,"205,049",11B,30-09-2012
7,10.5,11.9,8.7,9.32,-9.86%,-1.02,"119,714",11B,30-06-2012
6,9.71,14.5,9.0,10.3,+5.51%,+0.5,"258,387",11B,31-03-2012
5,7.0,16.8,6.5,9.8,+38.03%,+2.7,"413,693",11B,31-12-2011
4,15.0,15.4,6.2,7.1,-52.67%,-7.9,"233,373",11B,30-09-2011
3,24.0,25.9,12.0,15.0,-36.17%,-8.5,"371,806",11B,30-06-2011
2,7.33,26.5,7.32,23.5,+210.03%,+15.9,"708,779",11B,31-03-2011
1,3.75,12.3,3.4,7.58,,,"1,683,108",11B,31-12-2010
41,0.480,0.640,0.360,0.399,-20.20%,-0.101,"1,253,341",3RG,30-06-2022
40,0.720,0.900,0.438,0.500,-28.57%,-0.200,"1,724,694",3RG,31-03-2022
39,0.826,0.828,0.648,0.700,-15.46%,-0.128,"531,860",3RG,31-12-2021
38,0.850,0.910,0.740,0.828,-2.59%,-0.022,"372,915",3RG,30-09-2021
37,0.980,1.040,0.580,0.850,-13.27%,-0.130,"956,918",3RG,30-06-2021
36,1.090,1.100,0.890,0.980,-11.71%,-0.130,"1,395,089",3RG,31-03-2021
35,1.060,1.300,0.860,1.110,+3.74%,+0.040,"1,705,555",3RG,31-12-2020
34,0.500,1.430,0.370,1.070,+111.88%,+0.565,"3,587,679",3RG,30-09-2020
33,0.390,0.550,0.260,0.505,+26.88%,+0.107,"1,308,095",3RG,30-06-2020
32,0.372,0.398,0.372,0.398,0.00%,0.000,"1,918",3RG,31-12-2019
31,0.360,0.410,0.270,0.398,+10.56%,+0.038,"70,502",3RG,30-09-2019
30,0.370,0.390,0.340,0.360,-5.26%,-0.020,"58,527",3RG,30-06-2019
29,0.370,0.500,0.351,0.380,-7.32%,-0.030,"91,096",3RG,31-03-2019
28,0.500,0.520,0.320,0.410,-21.15%,-0.110,"317,542",3RG,31-12-2018
27,0.600,0.630,0.360,0.520,-18.75%,-0.120,"806,577",3RG,30-09-2018
26,0.440,0.640,0.190,0.640,+42.22%,+0.190,"4,491,465",3RG,30-06-2018
25,0.460,0.900,0.420,0.450,+4.65%,+0.020,"13,968,456",3RG,31-03-2018
24,0.880,0.930,0.400,0.430,-46.25%,-0.370,"1,797,951",3RG,31-12-2017
23,1.260,1.510,0.720,0.800,-36.51%,-0.460,"971,209",3RG,30-09-2017
22,2.190,2.190,0.810,1.260,-42.47%,-0.930,"1,312,356",3RG,30-06-2017
21,2.770,3.160,1.890,2.190,-24.48%,-0.710,"940,401",3RG,31-03-2017
20,3.520,3.690,2.340,2.900,-21.41%,-0.790,"1,274,300",3RG,31-12-2016
19,3.500,3.830,2.850,3.690,+4.83%,+0.170,"1,699,969",3RG,30-09-2016
18,2.260,3.830,2.150,3.520,+56.44%,+1.270,"2,098,515",3RG,30-06-2016
17,1.510,2.640,1.250,2.250,+50.00%,+0.750,"2,942,068",3RG,31-03-2016
16,0.900,1.610,0.900,1.500,+66.67%,+0.600,"969,436",3RG,31-12-2015
15,0.720,1.000,0.670,0.900,+25.00%,+0.180,"616,713",3RG,30-09-2015
14,1.080,1.120,0.500,0.720,-33.94%,-0.370,"1,414,254",3RG,30-06-2015
13,1.180,1.460,1.050,1.090,-8.40%,-0.100,"858,430",3RG,31-03-2015
12,1.150,1.420,1.050,1.190,+4.39%,+0.050,"651,917",3RG,31-12-2014
11,1.220,1.250,0.940,1.140,-5.79%,-0.070,"580,999",3RG,30-09-2014
10,1.400,1.530,1.050,1.210,-18.24%,-0.270,"1,384,862",3RG,30-06-2014
9,1.550,1.930,1.290,1.480,-6.92%,-0.110,"2,736,029",3RG,31-03-2014
8,2.960,3.310,1.510,1.590,-46.10%,-1.360,"2,705,596",3RG,31-12-2013
7,3.820,4.340,2.300,2.950,-22.77%,-0.870,"2,391,219",3RG,30-09-2013
6,5.000,5.500,3.570,3.820,-23.60%,-1.180,"346,683",3RG,30-06-2013
5,6.700,6.700,4.900,5.000,-24.13%,-1.590,"104,504",3RG,31-03-2013
4,7.900,7.990,5.800,6.590,-17.83%,-1.430,"38,796",3RG,31-12-2012
3,9.300,9.300,6.850,8.020,-14.04%,-1.310,"106,285",3RG,30-09-2012
2,12.100,12.100,7.700,9.330,-23.21%,-2.820,"206,435",3RG,30-06-2012
1,12.780,12.780,11.300,12.150,,,"76,977",3RG,31-03-2012
64,48.50,49.80,44.50,47.20,-2.28%,-1.10,"117,152",ABE,30-06-2022
63,54.80,54.80,41.30,48.30,-10.56%,-5.70,"316,851",ABE,31-03-2022
62,54.07,58.58,44.18,54.00,-1.56%,-0.86,"505,663",ABE,31-12-2021
61,53.68,65.83,52.51,54.86,+1.82%,+0.98,"341,425",ABE,30-09-2021
60,48.00,70.53,41.14,53.88,+14.11%,+6.66,"1,108,866",ABE,30-06-2021
59,31.35,47.22,29.78,47.22,+51.10%,+15.97,"603,183",ABE,31-03-2021
58,28.04,32.78,22.72,31.25,+11.44%,+3.21,"362,275",ABE,31-12-2020
57,26.40,34.62,22.34,28.04,+5.07%,+1.35,"525,252",ABE,30-09-2020
56,18.03,26.88,16.82,26.69,+49.60%,+8.85,"369,573",ABE,30-06-2020
55,24.95,25.62,13.05,17.84,-28.49%,-7.11,"739,140",ABE,31-03-2020
54,18.81,26.11,18.56,24.95,+31.29%,+5.95,"282,300",ABE,31-12-2019
53,16.54,20.60,15.95,19.00,+14.91%,+2.46,"396,376",ABE,30-09-2019
52,19.00,19.53,14.50,16.54,-12.97%,-2.46,"188,384",ABE,30-06-2019
51,15.42,20.69,15.33,19.00,+23.59%,+3.63,"286,552",ABE,31-03-2019
50,19.73,19.73,14.31,15.37,-21.67%,-4.25,"202,313",ABE,31-12-2018
49,18.90,20.98,17.31,19.63,+3.31%,+0.63,"358,578",ABE,30-09-2018
48,25.04,25.14,18.90,19.00,-24.42%,-6.14,"273,038",ABE,30-06-2018
47,29.59,32.78,24.95,25.14,-15.37%,-4.56,"316,897",ABE,31-03-2018
46,26.35,31.40,24.32,29.70,+12.73%,+3.36,"193,939",ABE,31-12-2017
45,34.08,35.78,25.91,26.35,-23.78%,-8.22,"140,095",ABE,30-09-2017
44,36.55,36.74,32.88,34.57,-5.92%,-2.18,"615,578",ABE,30-06-2017
43,33.07,38.67,32.37,36.74,+9.04%,+3.05,"847,012",ABE,31-03-2017
42,34.57,35.77,29.93,33.70,-3.19%,-1.11,"361,094",ABE,31-12-2016
41,25.58,35.68,25.24,34.81,+37.41%,+9.48,"913,217",ABE,30-09-2016
40,33.95,35.78,24.51,25.33,-25.14%,-8.51,"274,458",ABE,30-06-2016
39,31.71,35.97,29.31,33.84,+5.71%,+1.83,"478,239",ABE,31-03-2016
38,32.24,35.55,28.54,32.01,-1.21%,-0.39,"293,571",ABE,31-12-2015
37,36.26,40.09,30.91,32.41,-10.62%,-3.85,"418,909",ABE,30-09-2015
36,39.06,42.46,34.12,36.26,-7.18%,-2.80,"612,522",ABE,30-06-2015
35,29.38,42.08,29.20,39.06,+34.67%,+10.06,"399,890",ABE,31-03-2015
34,29.46,31.73,26.43,29.00,-2.03%,-0.60,"485,665",ABE,31-12-2014
33,28.14,31.46,22.50,29.61,+5.34%,+1.50,"366,695",ABE,30-09-2014
32,28.33,30.36,24.39,28.11,-0.88%,-0.25,"435,838",ABE,30-06-2014
31,29.62,33.18,25.47,28.35,-5.76%,-1.73,"575,503",ABE,31-03-2014
30,24.99,31.47,24.06,30.09,+20.37%,+5.09,"961,019",ABE,31-12-2013
29,18.89,26.38,18.51,24.99,+29.81%,+5.74,"946,195",ABE,30-09-2013
28,19.21,21.29,15.73,19.26,+0.24%,+0.05,"500,815",ABE,30-06-2013
27,18.00,23.05,17.59,19.21,+6.74%,+1.21,"461,949",ABE,31-03-2013
26,18.03,18.88,16.94,18.00,-0.21%,-0.04,"160,138",ABE,31-12-2012
25,18.61,19.44,16.20,18.03,-2.60%,-0.48,"355,580",ABE,30-09-2012
24,19.26,19.72,17.50,18.51,-6.32%,-1.25,"234,123",ABE,30-06-2012
23,17.68,22.71,17.61,19.76,+11.78%,+2.08,"1,238,952",ABE,31-03-2012
22,17.59,19.63,15.79,17.68,-3.29%,-0.60,"723,055",ABE,31-12-2011
21,21.35,22.03,16.95,18.28,-16.31%,-3.56,"2,875,482",ABE,30-09-2011
20,24.81,24.81,20.85,21.85,-11.94%,-2.96,"394,502",ABE,30-06-2011
19,24.25,24.99,21.29,24.81,+2.29%,+0.56,"876,575",ABE,31-03-2011
18,18.36,25.17,18.36,24.25,+30.87%,+5.72,"1,037,353",ABE,31-12-2010
17,14.92,20.77,14.46,18.53,+25.75%,+3.80,"1,198,061",ABE,30-09-2010
16,17.29,17.34,13.76,14.74,-14.79%,-2.56,"807,036",ABE,30-06-2010
15,13.24,17.31,12.50,17.30,+32.45%,+4.24,"1,765,456",ABE,31-03-2010
14,10.41,13.73,9.02,13.06,+25.51%,+2.65,"1,548,347",ABE,31-12-2009
13,7.27,12.61,7.10,10.41,+43.09%,+3.13,"1,719,405",ABE,30-09-2009
12,4.44,7.80,4.23,7.27,+62.00%,+2.78,"1,902,120",ABE,30-06-2009
11,3.19,4.73,2.424,4.49,+42.86%,+1.35,"1,072,013",ABE,31-03-2009
10,9.89,9.89,2.927,3.142,-70.04%,-7.345,"712,460",ABE,31-12-2008
9,12.30,14.43,9.83,10.49,-18.88%,-2.44,"759,026",ABE,30-09-2008
8,19.21,20.29,12.66,12.93,-34.55%,-6.82,"163,353",ABE,30-06-2008
7,23.70,23.97,17.95,19.75,-17.60%,-4.22,"658,791",ABE,31-03-2008
6,21.20,25.77,19.75,23.97,+11.25%,+2.42,"1,562,498",ABE,31-12-2007
5,23.34,23.34,16.98,21.55,-7.52%,-1.75,"730,449",ABE,30-09-2007
4,20.15,24.24,18.86,23.30,+17.95%,+3.55,"1,569,568",ABE,30-06-2007
3,15.26,20.15,14.55,19.75,+28.66%,+4.40,"1,545,744",ABE,31-03-2007
2,10.77,17.37,10.51,15.35,+42.50%,+4.58,"2,521,096",ABE,31-12-2006
1,10.36,10.94,10.10,10.77,,,"1,415,272",ABE,30-09-2006
44,31.2,31.2,28.0,28.8,-7.69%,-2.4,"30,104",ACG,30-06-2022
43,29.8,32.0,26.8,31.2,+4.00%,+1.2,"103,817",ACG,31-03-2022
42,35.6,36.5,29.1,30.0,-15.49%,-5.5,"135,368",ACG,31-12-2021
41,37.2,38.5,33.9,35.5,-5.08%,-1.9,"148,127",ACG,30-09-2021
40,34.3,38.0,33.3,37.4,+8.94%,+3.1,"157,944",ACG,30-06-2021
39,33.4,37.3,32.3,34.3,+4.00%,+1.3,"297,796",ACG,31-03-2021
38,39.6,40.1,32.4,33.0,-16.47%,-6.5,"98,376",ACG,31-12-2020
37,34.3,42.4,34.3,39.5,+12.28%,+4.3,"66,660",ACG,30-09-2020
36,36.1,36.1,30.9,35.2,0.00%,0.0,"136,331",ACG,30-06-2020
35,42.1,44.6,31.6,35.2,-16.66%,-7.0,"269,648",ACG,31-03-2020
34,36.1,42.2,32.8,42.2,+17.00%,+6.1,"128,909",ACG,31-12-2019
33,46.9,47.8,35.2,36.1,-23.08%,-10.8,"60,174",ACG,30-09-2019
32,41.1,49.1,39.4,46.9,+12.38%,+5.2,"32,009",ACG,30-06-2019
31,36.1,42.3,36.1,41.8,+15.54%,+5.6,"33,939",ACG,31-03-2019
30,33.8,36.5,32.7,36.1,+5.13%,+1.8,"47,766",ACG,31-12-2018
29,33.9,36.6,32.7,34.4,+5.40%,+1.8,"49,120",ACG,30-09-2018
28,31.9,34.9,30.3,32.6,+0.88%,+0.3,"83,205",ACG,30-06-2018
27,32.3,33.1,31.2,32.3,-0.02%,-0.0,"29,442",ACG,31-03-2018
26,33.1,35.5,30.0,32.3,-0.56%,-0.2,"112,821",ACG,31-12-2017
25,32.5,35.8,31.8,32.5,-0.15%,-0.0,"114,032",ACG,30-09-2017
24,30.4,32.7,29.7,32.6,+6.95%,+2.1,"42,002",ACG,30-06-2017
23,31.6,33.9,27.5,30.5,-2.38%,-0.7,"77,797",ACG,31-03-2017
22,27.3,31.4,25.9,31.2,+11.79%,+3.3,"148,675",ACG,31-12-2016
21,28.0,28.4,25.8,27.9,-0.37%,-0.1,"458,377",ACG,30-09-2016
20,19.0,19.3,19.0,19.3,-25.38%,-6.6,359,ACG,30-06-2016
19,20.8,26.2,18.9,25.8,+24.48%,+5.1,"311,674",ACG,31-03-2016
18,19.3,22.0,18.7,20.8,+7.66%,+1.5,"269,854",ACG,31-12-2015
17,20.5,21.7,16.6,19.0,-6.60%,-1.3,"52,942",ACG,30-09-2015
16,21.1,22.6,19.0,20.4,-2.51%,-0.5,"73,502",ACG,30-06-2015
15,17.7,20.9,16.5,20.9,+15.40%,+2.8,"318,638",ACG,31-03-2015
14,20.8,20.8,16.0,18.1,-12.94%,-2.7,"309,642",ACG,31-12-2014
13,22.1,23.2,17.7,20.8,-5.79%,-1.3,"146,332",ACG,30-09-2014
12,22.2,24.7,20.9,22.1,+0.73%,+0.2,"165,924",ACG,30-06-2014
11,26.8,26.8,21.1,21.9,-17.38%,-4.6,"258,434",ACG,31-03-2014
10,23.6,26.7,21.4,26.5,+17.95%,+4.0,"292,708",ACG,31-12-2013
9,18.2,24.4,16.4,22.5,+22.06%,+4.1,"158,418",ACG,30-09-2013
8,16.0,20.1,15.5,18.4,+14.17%,+2.3,"439,255",ACG,30-06-2013
7,12.7,17.3,12.7,16.1,+21.40%,+2.8,"713,087",ACG,31-03-2013
6,12.4,13.3,12.0,13.3,+6.47%,+0.8,"97,711",ACG,31-12-2012
5,11.5,13.3,11.5,12.5,+8.53%,+1.0,"718,610",ACG,30-09-2012
4,11.8,12.0,10.3,11.5,-3.16%,-0.4,"471,785",ACG,30-06-2012
3,10.7,12.2,9.87,11.9,+21.56%,+2.1,"349,580",ACG,31-03-2012
2,9.77,10.8,9.67,9.77,+0.22%,+0.02,"577,801",ACG,31-12-2011
1,7.90,10.7,7.90,9.75,,,"435,381",ACG,30-09-2011
64,14.15,14.35,10.50,11.10,-20.71%,-2.90,"1,300,055",ACT,30-06-2022
63,14.60,15.00,9.06,14.00,-5.08%,-0.75,"3,766,230",ACT,31-03-2022
62,17.60,17.65,12.65,14.75,-12.72%,-2.15,"4,249,361",ACT,31-12-2021
61,10.10,17.40,9.56,16.90,+64.08%,+6.60,"6,225,499",ACT,30-09-2021
60,10.00,13.85,9.96,10.30,+9.81%,+0.92,"7,966,058",ACT,30-06-2021
59,6.24,9.90,5.64,9.38,+50.32%,+3.14,"4,076,025",ACT,31-03-2021
58,4.65,6.40,3.83,6.24,+35.06%,+1.62,"3,064,308",ACT,31-12-2020
57,4.21,6.38,4.05,4.62,+11.06%,+0.46,"3,531,521",ACT,30-09-2020
56,2.12,4.51,2.02,4.16,+94.39%,+2.02,"3,141,653",ACT,30-06-2020
55,3.12,3.45,1.66,2.14,-31.41%,-0.98,"1,375,005",ACT,31-03-2020
54,3.00,3.35,2.85,3.12,+0.97%,+0.03,"432,765",ACT,31-12-2019
53,3.04,3.99,2.90,3.09,+1.98%,+0.06,"1,079,342",ACT,30-09-2019
52,3.45,4.02,2.82,3.03,-12.68%,-0.44,"1,278,904",ACT,30-06-2019
51,2.93,4.24,2.55,3.47,+22.18%,+0.63,"2,608,547",ACT,31-03-2019
50,3.95,3.97,2.45,2.84,-25.26%,-0.96,"564,217",ACT,31-12-2018
49,3.18,4.18,3.07,3.80,+19.50%,+0.62,"948,876",ACT,30-09-2018
48,3.06,3.50,2.75,3.18,+0.32%,+0.01,"545,901",ACT,30-06-2018
47,3.22,3.59,3.05,3.17,+3.26%,+0.10,"691,846",ACT,31-03-2018
46,4.16,4.98,2.92,3.07,-27.59%,-1.17,"3,582,290",ACT,31-12-2017
45,3.40,5.60,3.21,4.24,+26.19%,+0.88,"6,658,664",ACT,30-09-2017
44,4.65,4.73,3.20,3.36,-27.74%,-1.29,"3,033,163",ACT,30-06-2017
43,4.14,5.37,3.53,4.65,+14.81%,+0.60,"7,374,103",ACT,31-03-2017
42,7.20,7.20,3.85,4.05,-43.67%,-3.14,"5,277,675",ACT,31-12-2016
41,13.24,13.57,3.35,7.19,-46.55%,-6.26,"25,006,698",ACT,30-09-2016
40,14.16,14.18,11.06,13.45,-4.41%,-0.62,"1,154,399",ACT,30-06-2016
39,24.29,24.29,13.15,14.07,-43.05%,-10.64,"718,764",ACT,31-03-2016
38,22.57,24.71,19.31,24.71,+9.67%,+2.18,"1,050,155",ACT,31-12-2015
37,28.47,33.21,21.03,22.53,-19.94%,-5.61,"864,123",ACT,30-09-2015
36,43.90,43.90,26.81,28.15,-34.42%,-14.77,"1,413,251",ACT,30-06-2015
35,37.37,45.69,36.14,42.92,+14.38%,+5.39,"1,002,893",ACT,31-03-2015
34,36.72,38.84,33.71,37.52,+0.33%,+0.12,"446,780",ACT,31-12-2014
33,34.71,40.39,30.26,37.40,+6.76%,+2.37,"996,764",ACT,30-09-2014
32,36.62,39.40,33.44,35.03,-3.51%,-1.27,"624,269",ACT,30-06-2014
31,38.18,40.51,32.64,36.31,-5.00%,-1.91,"1,885,961",ACT,31-03-2014
30,46.10,47.14,35.43,38.22,-14.74%,-6.61,"1,814,502",ACT,31-12-2013
29,28.46,45.78,27.71,44.83,+57.35%,+16.34,"1,216,478",ACT,30-09-2013
28,24.45,29.86,21.43,28.49,+16.51%,+4.04,"917,681",ACT,30-06-2013
27,17.04,25.21,16.89,24.45,+42.86%,+7.34,"1,862,833",ACT,31-03-2013
26,15.29,18.41,14.68,17.12,+10.88%,+1.68,"252,241",ACT,31-12-2012
25,16.73,16.81,14.14,15.44,-7.34%,-1.22,"668,888",ACT,30-09-2012
24,16.73,17.80,13.77,16.66,+0.88%,+0.15,"922,372",ACT,30-06-2012
23,13.72,17.24,13.14,16.51,+22.29%,+3.01,"1,257,142",ACT,31-03-2012
22,11.30,13.72,10.57,13.50,+15.79%,+1.84,"1,146,058",ACT,31-12-2011
21,13.95,14.45,9.47,11.66,-18.14%,-2.58,"1,829,330",ACT,30-09-2011
20,14.00,15.04,13.42,14.24,-0.76%,-0.11,"772,414",ACT,30-06-2011
19,12.56,15.40,11.85,14.35,+14.66%,+1.83,"2,488,992",ACT,31-03-2011
18,14.11,14.68,11.56,12.52,-10.52%,-1.47,"1,105,904",ACT,31-12-2010
17,12.24,15.00,10.63,13.99,+11.37%,+1.43,"856,029",ACT,30-09-2010
16,15.37,16.72,11.99,12.56,-17.33%,-2.63,"425,991",ACT,30-06-2010
15,11.16,16.20,10.64,15.20,+36.22%,+4.04,"1,588,834",ACT,31-03-2010
14,8.67,11.74,7.95,11.16,+29.20%,+2.52,"733,081",ACT,31-12-2009
13,7.76,9.92,7.60,8.63,+11.61%,+0.90,"923,112",ACT,30-09-2009
12,5.18,8.28,4.97,7.74,+53.42%,+2.69,"1,632,278",ACT,30-06-2009
11,4.26,5.17,2.452,5.04,+26.52%,+1.06,"6,191,410",ACT,31-03-2009
10,11.61,11.62,3.93,3.99,-64.85%,-7.35,"1,513,603",ACT,31-12-2008
9,12.50,13.22,10.74,11.34,-9.25%,-1.16,"447,049",ACT,30-09-2008
8,13.33,14.82,11.62,12.50,-6.66%,-0.89,"883,152",ACT,30-06-2008
7,18.30,18.30,11.06,13.39,-26.12%,-4.73,"1,196,667",ACT,31-03-2008
6,15.68,19.13,13.84,18.12,+16.31%,+2.54,"1,081,158",ACT,31-12-2007
